FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,Latitude,Longitude
MCMV.19763,GO,Itumbiara,Faixa 1,CCFGTS,4130230,60,60,100,Caixa,,-49.21584,-18.409267
MCMV.19764,GO,Itumbiara,Faixa 1,CCFGTS,2870980,45,45,100,Caixa,,-49.21584,-18.409267
MCMV.19765,GO,Itumbiara,Faixa 2,CCFGTS,11073400,141,141,100,Caixa,,-49.21584,-18.409267
MCMV.19766,GO,Itumbiara,Faixa 2,CCFGTS,14855000,178,178,100,Caixa,,-49.21584,-18.409267
MCMV.19767,GO,Itumbiara,Faixa 3,CCFGTS,244675,4,4,100,Caixa,,-49.21584,-18.409267
MCMV.19758,GO,Itau�u,Faixa 1,CCFGTS,327881,5,5,100,Caixa,,-49.610928999999885,-16.20289899999983
MCMV.19759,GO,Itau�u,Faixa 1,CCFGTS,684716,11,11,100,Caixa,,-49.610928999999885,-16.20289899999983
MCMV.19760,GO,Itau�u,Faixa 2,CCFGTS,515985,7,7,100,Caixa,,-49.610928999999885,-16.20289899999983
MCMV.19761,GO,Itau�u,Faixa 2,CCFGTS,491390,8,8,100,Caixa,,-49.610928999999885,-16.20289899999983
MCMV.19762,GO,Itau�u,Faixa 1,Rural,126800,0,0,1,Caixa,,-49.610928999999885,-16.20289899999983
MCMV.19749,GO,Itapuranga,Faixa 1,CCFGTS,302559,5,5,100,Caixa,,-49.948957,-15.56059
MCMV.19750,GO,Itapuranga,Faixa 1,CCFGTS,799399,13,13,100,Caixa,,-49.948957,-15.56059
MCMV.19751,GO,Itapuranga,Faixa 2,CCFGTS,1882380,23,23,100,Caixa,,-49.948957,-15.56059
MCMV.19752,GO,Itapuranga,Faixa 2,CCFGTS,1394310,18,18,100,Caixa,,-49.948957,-15.56059
MCMV.19753,GO,Itapuranga,Faixa 1,Oferta Publica,900000,0,0,57,BANCO TRICURY,,-49.948957,-15.56059
MCMV.19754,GO,Itapuranga,Faixa 1,Rural,249600,0,0,1,Caixa,,-49.948957,-15.56059
MCMV.19755,GO,Itapuranga,Faixa 1,Rural,36000,0,0,20.53,Caixa,,-49.948957,-15.56059
MCMV.19756,GO,Itapuranga,Faixa 1,Rural,66000,0,0,50.29,Caixa,,-49.948957,-15.56059
MCMV.19757,GO,Itapuranga,Faixa 1,Rural,64800,3,3,100,Caixa,,-49.948957,-15.56059
MCMV.19744,GO,Itapirapu�,Faixa 1,CCFGTS,60034.6,1,1,100,Caixa,,-50.60943,-15.820499999999868
MCMV.19745,GO,Itapirapu�,Faixa 1,CCFGTS,44141.8,0,0,100,Caixa,,-50.60943,-15.820499999999868
MCMV.19746,GO,Itapirapu�,Faixa 2,CCFGTS,149018,0,0,100,Caixa,,-50.60943,-15.820499999999868
MCMV.19747,GO,Itapirapu�,Faixa 1,Oferta Publica,324000,0,0,24,BANCO PAULISTA,,-50.60943,-15.820499999999868
MCMV.19748,GO,Itapirapu�,Faixa 1,Oferta Publica,36000,0,0,24,BANCO PAULISTA,,-50.60943,-15.820499999999868
MCMV.19740,GO,Itapaci,Faixa 1,CCFGTS,621245,9,9,100,Caixa,,-49.55112,-14.95223
MCMV.19741,GO,Itapaci,Faixa 1,CCFGTS,482080,8,8,100,Caixa,,-49.55112,-14.95223
MCMV.19742,GO,Itapaci,Faixa 2,CCFGTS,1908950,25,25,100,Caixa,,-49.55112,-14.95223
MCMV.19743,GO,Itapaci,Faixa 2,CCFGTS,1943720,29,29,100,Caixa,,-49.55112,-14.95223
MCMV.19859,GO,Mundo Novo,Faixa 1,CCFGTS,32837.5,1,1,100,Caixa,,-50.28138,-13.772943
MCMV.19860,GO,Mundo Novo,Faixa 1,CCFGTS,108950,3,3,100,Caixa,,-50.28138,-13.772943
MCMV.19861,GO,Mundo Novo,Faixa 2,CCFGTS,100582,2,2,100,Caixa,,-50.28138,-13.772943
MCMV.19862,GO,Mundo Novo,Faixa 3,CCFGTS,72000,0,0,100,Caixa,,-50.28138,-13.772943
MCMV.19863,GO,Mutun�polis,Faixa 1,CCFGTS,70811.6,1,1,100,Caixa,,-49.27455,-13.730338
MCMV.19864,GO,Mutun�polis,Faixa 1,CCFGTS,156955,0,0,100,Caixa,,-49.27455,-13.730338
MCMV.19865,GO,Naz�rio,Faixa 1,CCFGTS,907234,17,17,100,Caixa,,-49.88167099999987,-16.58077
MCMV.19866,GO,Naz�rio,Faixa 2,CCFGTS,429240,7,7,100,Caixa,,-49.88167099999987,-16.58077
MCMV.19867,GO,Ner�polis,Faixa 1,CCFGTS,538203,7,7,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19868,GO,Ner�polis,Faixa 1,CCFGTS,411132,7,7,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19869,GO,Ner�polis,Faixa 2,CCFGTS,1746340,22,22,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19870,GO,Ner�polis,Faixa 2,CCFGTS,2540990,32,32,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19871,GO,Ner�polis,Faixa 3,CCFGTS,301515,4,4,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19872,GO,Ner�polis,Faixa 1,FAR,24656400,640,640,100,Caixa,,-49.2227079999999,-16.404707999999857
MCMV.19737,GO,Itaj�,Faixa 1,CCFGTS,37274,1,1,100,Caixa,,-51.54951,-19.067337999999893
MCMV.19738,GO,Itaj�,Faixa 2,CCFGTS,70000,1,1,100,Caixa,,-51.54951,-19.067337999999893
MCMV.19739,GO,Itaj�,Faixa 1,Oferta Publica,360000,0,0,16,BANCO PAULISTA,,-51.54951,-19.067337999999893
MCMV.19851,GO,Moss�medes,Faixa 1,CCFGTS,79555,2,2,100,Caixa,,-50.21361499999989,-16.123982
MCMV.19852,GO,Moss�medes,Faixa 1,CCFGTS,241726,4,4,100,Caixa,,-50.21361499999989,-16.123982
MCMV.19853,GO,Moss�medes,Faixa 2,CCFGTS,222974,3,3,100,Caixa,,-50.21361499999989,-16.123982
MCMV.19854,GO,Moss�medes,Faixa 2,CCFGTS,323691,2,2,100,Caixa,,-50.21361499999989,-16.123982
MCMV.19855,GO,Mozarl�ndia,Faixa 1,CCFGTS,714970,12,12,100,Caixa,,-50.57132099999984,-14.745704999999873
MCMV.19856,GO,Mozarl�ndia,Faixa 1,CCFGTS,1786630,39,39,100,Caixa,,-50.57132099999984,-14.745704999999873
MCMV.19857,GO,Mozarl�ndia,Faixa 2,CCFGTS,1009180,15,15,100,Caixa,,-50.57132099999984,-14.745704999999873
MCMV.19858,GO,Mozarl�ndia,Faixa 2,CCFGTS,1809470,31,31,100,Caixa,,-50.57132099999984,-14.745704999999873
MCMV.19842,GO,Morrinhos,Faixa 1,CCFGTS,5865170,91,91,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19843,GO,Morrinhos,Faixa 1,CCFGTS,3519000,57,57,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19844,GO,Morrinhos,Faixa 2,CCFGTS,7600680,99,99,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19845,GO,Morrinhos,Faixa 2,CCFGTS,5315510,75,75,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19846,GO,Morrinhos,Faixa 3,CCFGTS,49497.2,1,1,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19847,GO,Morrinhos,Faixa 3,CCFGTS,57680,1,1,100,Caixa,,-49.10590799999983,-17.73337
MCMV.19848,GO,Morrinhos,Faixa 1,Oferta Publica,885000,0,0,0,BANCO SCHAHIN,,-49.10590799999983,-17.73337
MCMV.19849,GO,Morrinhos,Faixa 1,Oferta Publica,15000,0,0,0,BANCO SCHAHIN,,-49.10590799999983,-17.73337
MCMV.19850,GO,Morro Agudo de Goi�s,Faixa 1,Oferta Publica,360000,0,0,47,BANCO PAULISTA,,-50.05528,-15.31843
MCMV.19834,GO,Montes Claros de Goi�s,Faixa 1,CCFGTS,2164150,38,38,100,Caixa,,-51.397877999999764,-16.005946
MCMV.19835,GO,Montes Claros de Goi�s,Faixa 1,CCFGTS,1261540,24,24,100,Caixa,,-51.397877999999764,-16.005946
MCMV.19836,GO,Montes Claros de Goi�s,Faixa 2,CCFGTS,1268540,18,18,100,Caixa,,-51.397877999999764,-16.005946
MCMV.19816,GO,Mauril�ndia,Faixa 2,CCFGTS,64526.5,1,1,100,Caixa,,-50.33884,-17.971858999999824
MCMV.19837,GO,Montes Claros de Goi�s,Faixa 2,CCFGTS,1186930,19,19,100,Caixa,,-51.397877999999764,-16.005946
MCMV.19838,GO,Montividiu,Faixa 1,CCFGTS,90736.7,2,2,100,Caixa,,-51.17281,-17.4439339999999
MCMV.19839,GO,Montividiu,Faixa 2,CCFGTS,100484,2,2,100,Caixa,,-51.17281,-17.4439339999999
MCMV.19840,GO,Montividiu,Faixa 2,CCFGTS,70759.8,0,0,100,Caixa,,-51.17281,-17.4439339999999
MCMV.19841,GO,Montividiu do Norte,Faixa 1,CCFGTS,82976.2,1,1,100,Caixa,,-48.685316,-13.348471
MCMV.19825,GO,Mineiros,Faixa 1,CCFGTS,2556060,39,39,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19826,GO,Mineiros,Faixa 1,CCFGTS,2087030,35,35,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19827,GO,Mineiros,Faixa 2,CCFGTS,5119540,75,75,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19828,GO,Mineiros,Faixa 2,CCFGTS,3556270,47,47,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19829,GO,Mineiros,Faixa 3,CCFGTS,126400,2,2,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19830,GO,Mineiros,Faixa 3,CCFGTS,210400,2,2,100,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19831,GO,Mineiros,Faixa 2,CCFGTS,8000000,0,0,1,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19832,GO,Mineiros,Faixa 2,CCFGTS,16800000,0,0,17.87,Caixa,,-52.55367199999989,-17.56538799999987
MCMV.19833,GO,Monte Alegre de Goi�s,Faixa 1,CCFGTS,59135.6,1,1,100,Caixa,,-46.89281299999982,-13.255205999999816
MCMV.19818,GO,Mimoso de Goi�s,Faixa 1,CCFGTS,95704,2,2,100,Caixa,,-48.161149,-15.051489
MCMV.19819,GO,Mimoso de Goi�s,Faixa 2,CCFGTS,47984,1,1,100,Caixa,,-48.161149,-15.051489
MCMV.19820,GO,Mimoso de Goi�s,Faixa 1,Oferta Publica,360000,0,0,37,FAM-LIA PAULISTA,,-48.161149,-15.051489
MCMV.19821,GO,Mina�u,Faixa 1,CCFGTS,76127.6,1,1,100,Caixa,,-48.22057999999981,-13.530412999999896
MCMV.19822,GO,Mina�u,Faixa 1,CCFGTS,165315,1,1,100,Caixa,,-48.22057999999981,-13.530412999999896
MCMV.19823,GO,Mina�u,Faixa 2,CCFGTS,66584.8,1,1,100,Caixa,,-48.22057999999981,-13.530412999999896
MCMV.19824,GO,Mina�u,Faixa 2,CCFGTS,479409,6,6,100,Caixa,,-48.22057999999981,-13.530412999999896
MCMV.19805,GO,Mairipotaba,Faixa 1,CCFGTS,65034.6,1,1,100,Caixa,,-49.4898189999999,-17.29754
MCMV.19806,GO,Mairipotaba,Faixa 2,CCFGTS,70034.6,1,1,100,Caixa,,-49.4898189999999,-17.29754
MCMV.19807,GO,Mamba�,Faixa 1,Oferta Publica,360000,0,0,31,FAM-LIA PAULISTA,,-46.116491,-14.48229
MCMV.19808,GO,Mara Rosa,Faixa 2,CCFGTS,129370,2,2,100,Caixa,,-49.177652,-14.014816
MCMV.19809,GO,Mara Rosa,Faixa 2,CCFGTS,43922.8,1,1,100,Caixa,,-49.177652,-14.014816
MCMV.19810,GO,Marzag�o,Faixa 1,CCFGTS,50481.7,1,1,100,Caixa,,-48.641519,-17.982977999999832
MCMV.19811,GO,Marzag�o,Faixa 2,CCFGTS,87418.6,1,1,100,Caixa,,-48.641519,-17.982977999999832
MCMV.19812,GO,Marzag�o,Faixa 2,CCFGTS,137005,1,1,100,Caixa,,-48.641519,-17.982977999999832
MCMV.19813,GO,Matrinch�,Faixa 1,CCFGTS,74650.6,1,1,100,Caixa,,-50.74564,-15.434170999999878
MCMV.19814,GO,Matrinch�,Faixa 2,CCFGTS,78462.1,1,1,100,Caixa,,-50.74564,-15.434170999999878
MCMV.19815,GO,Matrinch�,Faixa 2,CCFGTS,58800,1,1,100,Caixa,,-50.74564,-15.434170999999878
MCMV.19817,GO,Mauril�ndia,Faixa 2,CCFGTS,66767.4,1,1,100,Caixa,,-50.33884,-17.971858999999824
MCMV.19797,GO,Luzi�nia,Faixa 1,CCFGTS,33290800,465,465,100,Caixa,,-47.91732,-16.25102
MCMV.19798,GO,Luzi�nia,Faixa 1,CCFGTS,28458200,497,497,100,Caixa,,-47.91732,-16.25102
MCMV.19799,GO,Luzi�nia,Faixa 2,CCFGTS,32874800,384,384,100,Caixa,,-47.91732,-16.25102
MCMV.19800,GO,Luzi�nia,Faixa 2,CCFGTS,66009600,885,885,100,Caixa,,-47.91732,-16.25102
MCMV.19801,GO,Luzi�nia,Faixa 3,CCFGTS,1139360,16,16,100,Caixa,,-47.91732,-16.25102
MCMV.19802,GO,Luzi�nia,Faixa 3,CCFGTS,979578,11,11,100,Caixa,,-47.91732,-16.25102
MCMV.19803,GO,Luzi�nia,Faixa 2,CCFGTS,1100000,0,0,86.79,Caixa,,-47.91732,-16.25102
MCMV.19804,GO,Luzi�nia,Faixa 3,CCFGTS,5912000,0,0,1,Caixa,,-47.91732,-16.25102
MCMV.19789,GO,Jussara,Faixa 1,CCFGTS,42859.4,1,1,100,Caixa,,-50.86682,-15.865876999999784
MCMV.19790,GO,Jussara,Faixa 1,CCFGTS,268701,1,1,100,Caixa,,-50.86682,-15.865876999999784
MCMV.19791,GO,Jussara,Faixa 2,CCFGTS,768053,10,10,100,Caixa,,-50.86682,-15.865876999999784
MCMV.19792,GO,Jussara,Faixa 2,CCFGTS,433823,3,3,100,Caixa,,-50.86682,-15.865876999999784
MCMV.19793,GO,Leopoldo de Bulh�es,Faixa 1,CCFGTS,505731,8,8,100,Caixa,,-48.74275,-16.61905
MCMV.19794,GO,Leopoldo de Bulh�es,Faixa 1,CCFGTS,488031,9,9,100,Caixa,,-48.74275,-16.61905
MCMV.19795,GO,Leopoldo de Bulh�es,Faixa 2,CCFGTS,254162,4,4,100,Caixa,,-48.74275,-16.61905
MCMV.19796,GO,Leopoldo de Bulh�es,Faixa 2,CCFGTS,65700,1,1,100,Caixa,,-48.74275,-16.61905
MCMV.19781,GO,Jata�,Faixa 1,CCFGTS,2274070,38,38,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19782,GO,Jata�,Faixa 1,CCFGTS,2331640,34,34,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19783,GO,Jata�,Faixa 2,CCFGTS,4918950,68,68,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19784,GO,Jata�,Faixa 2,CCFGTS,6848500,75,75,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19785,GO,Jata�,Faixa 3,CCFGTS,126404,2,2,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19786,GO,Jata�,Faixa 3,CCFGTS,389342,5,5,100,Caixa,,-51.720424,-17.87838299999987
MCMV.19787,GO,Jata�,Faixa 1,FAR,38610000,0,0,62.65,Caixa,,-51.720424,-17.87838299999987
MCMV.19788,GO,Jes�polis,Faixa 1,Oferta Publica,360000,0,0,45,BANCO LUSO BRASILEIRO,,-49.37394,-15.948361999999861
MCMV.19885,GO,Nova Gl�ria,Faixa 1,Rural,30000,0,0,51.75,Caixa,,-49.57371299999983,-15.144956999999863
MCMV.19886,GO,Nova Roma,Faixa 1,Oferta Publica,360000,0,0,33,FAM-LIA PAULISTA,,-46.873368999999855,-13.73878
MCMV.19873,GO,Niquel�ndia,Faixa 1,CCFGTS,1789640,30,30,100,Caixa,,-48.45989,-14.466191999999864
MCMV.19874,GO,Niquel�ndia,Faixa 1,CCFGTS,1773810,23,23,100,Caixa,,-48.45989,-14.466191999999864
MCMV.19875,GO,Niquel�ndia,Faixa 2,CCFGTS,2754580,40,40,100,Caixa,,-48.45989,-14.466191999999864
MCMV.19876,GO,Niquel�ndia,Faixa 2,CCFGTS,2169660,16,16,100,Caixa,,-48.45989,-14.466191999999864
MCMV.19877,GO,Niquel�ndia,Faixa 1,Oferta Publica,900000,0,0,70,ECONOMISA,,-48.45989,-14.466191999999864
MCMV.19878,GO,Niquel�ndia,Faixa 1,Rural,18000,0,0,54.59,Caixa,,-48.45989,-14.466191999999864
MCMV.19879,GO,Niquel�ndia,Faixa 1,Rural,151200,0,0,60.46,Caixa,,-48.45989,-14.466191999999864
MCMV.19880,GO,Niquel�ndia,Faixa 1,Rural,18000,0,0,90.14,Caixa,,-48.45989,-14.466191999999864
MCMV.19881,GO,Nova Am�rica,Faixa 2,CCFGTS,70743.8,1,1,100,Caixa,,-49.8953,-15.020588999999859
MCMV.19882,GO,Nova Crix�s,Faixa 1,CCFGTS,72000,1,1,100,Caixa,,-50.32996,-14.09568
MCMV.19883,GO,Nova Gl�ria,Faixa 1,CCFGTS,48075.4,1,1,100,Caixa,,-49.57371299999983,-15.144956999999863
MCMV.19884,GO,Nova Gl�ria,Faixa 2,CCFGTS,66943.1,1,1,100,Caixa,,-49.57371299999983,-15.144956999999863
MCMV.19893,GO,Novo Gama,Faixa 1,CCFGTS,4019010,61,61,100,Caixa,,-48.07589,-16.125440999999853
MCMV.19894,GO,Novo Gama,Faixa 1,CCFGTS,5734730,104,104,100,Caixa,,-48.07589,-16.125440999999853
MCMV.19895,GO,Novo Gama,Faixa 2,CCFGTS,1463000,19,19,100,Caixa,,-48.07589,-16.125440999999853
MCMV.19896,GO,Novo Gama,Faixa 2,CCFGTS,7728430,110,110,100,Caixa,,-48.07589,-16.125440999999853
MCMV.19897,GO,Novo Gama,Faixa 1,Entidades,5710900,0,0,76.29,Caixa,,-48.07589,-16.125440999999853
MCMV.19898,GO,Novo Gama,Faixa 1,Entidades,5710900,0,0,86.92,Caixa,,-48.07589,-16.125440999999853
MCMV.20009,GO,Rian�polis,Faixa 1,CCFGTS,36355.9,1,1,100,Caixa,,-49.51139899999981,-15.445649
MCMV.20010,GO,Rian�polis,Faixa 2,CCFGTS,80034.6,1,1,100,Caixa,,-49.51139899999981,-15.445649
MCMV.20011,GO,Rian�polis,Faixa 2,CCFGTS,58637.4,0,0,100,Caixa,,-49.51139899999981,-15.445649
MCMV.19887,GO,Nova Veneza,Faixa 1,CCFGTS,232330,4,4,100,Caixa,,-49.31679,-16.36952
MCMV.19888,GO,Nova Veneza,Faixa 1,CCFGTS,446115,9,9,100,Caixa,,-49.31679,-16.36952
MCMV.19889,GO,Nova Veneza,Faixa 2,CCFGTS,271063,4,4,100,Caixa,,-49.31679,-16.36952
MCMV.19890,GO,Nova Veneza,Faixa 2,CCFGTS,350460,6,6,100,Caixa,,-49.31679,-16.36952
MCMV.19891,GO,Novo Brasil,Faixa 1,CCFGTS,254303,1,1,100,Caixa,,-50.71127899999988,-16.03133
MCMV.19892,GO,Novo Brasil,Faixa 2,CCFGTS,310997,2,2,100,Caixa,,-50.71127899999988,-16.03133
MCMV.19998,GO,Quirin�polis,Faixa 1,CCFGTS,555403,9,9,100,Caixa,,-50.4547,-18.44718599999976
MCMV.19999,GO,Quirin�polis,Faixa 1,CCFGTS,1101810,10,10,100,Caixa,,-50.4547,-18.44718599999976
MCMV.20000,GO,Quirin�polis,Faixa 2,CCFGTS,1101030,19,19,100,Caixa,,-50.4547,-18.44718599999976
MCMV.20001,GO,Quirin�polis,Faixa 2,CCFGTS,1282820,13,13,100,Caixa,,-50.4547,-18.44718599999976
MCMV.20002,GO,Quirin�polis,Faixa 3,CCFGTS,60547.2,1,1,100,Caixa,,-50.4547,-18.44718599999976
MCMV.20003,GO,Quirin�polis,Faixa 2,CCFGTS,8500000,0,0,84.6,Caixa,,-50.4547,-18.44718599999976
MCMV.20004,GO,Quirin�polis,Faixa 2,CCFGTS,5000000,100,100,100,Caixa,,-50.4547,-18.44718599999976
MCMV.20005,GO,Rialma,Faixa 1,CCFGTS,289435,5,5,100,Caixa,,-49.5814,-15.31448
MCMV.20006,GO,Rialma,Faixa 1,CCFGTS,42352.9,0,0,100,Caixa,,-49.5814,-15.31448
MCMV.20007,GO,Rialma,Faixa 2,CCFGTS,627397,9,9,100,Caixa,,-49.5814,-15.31448
MCMV.20008,GO,Rialma,Faixa 2,CCFGTS,548976,7,7,100,Caixa,,-49.5814,-15.31448
MCMV.19989,GO,Porteir�o,Faixa 1,CCFGTS,48000,1,1,100,Caixa,,-50.16532,-17.814279999999883
MCMV.19990,GO,Porteir�o,Faixa 2,CCFGTS,162886,2,2,100,Caixa,,-50.16532,-17.814279999999883
MCMV.19991,GO,Porteir�o,Faixa 2,CCFGTS,141787,2,2,100,Caixa,,-50.16532,-17.814279999999883
MCMV.19992,GO,Portel�ndia,Faixa 1,Entidades,1660000,0,0,1,Caixa,,-52.67993899999988,-17.355381
MCMV.19993,GO,Posse,Faixa 1,CCFGTS,60034.6,1,1,100,Caixa,,-46.370407,-14.08594
MCMV.19994,GO,Posse,Faixa 1,CCFGTS,363254,6,6,100,Caixa,,-46.370407,-14.08594
MCMV.19995,GO,Posse,Faixa 2,CCFGTS,164365,2,2,100,Caixa,,-46.370407,-14.08594
MCMV.19996,GO,Posse,Faixa 2,CCFGTS,593682,9,9,100,Caixa,,-46.370407,-14.08594
MCMV.19997,GO,Posse,Faixa 1,Oferta Publica,450000,0,0,1,BANCO SCHAHIN,,-46.370407,-14.08594
MCMV.19981,GO,Porangatu,Faixa 1,CCFGTS,5081470,87,87,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19982,GO,Porangatu,Faixa 1,CCFGTS,3336870,59,59,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19983,GO,Porangatu,Faixa 2,CCFGTS,2483960,35,35,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19984,GO,Porangatu,Faixa 2,CCFGTS,2966490,38,38,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19985,GO,Porangatu,Faixa 3,CCFGTS,63000,1,1,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19986,GO,Porangatu,Faixa 3,CCFGTS,52000,1,1,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19987,GO,Porangatu,Faixa 1,Entidades,2500000,100,100,100,Caixa,,-49.15028199999989,-13.439102
MCMV.19988,GO,Porteir�o,Faixa 1,CCFGTS,80391.7,1,1,100,Caixa,,-50.16532,-17.814279999999883
MCMV.19979,GO,Pontalina,Faixa 1,Oferta Publica,360000,0,0,71,BANCO LUSO BRASILEIRO,,-49.44894,-17.522513
MCMV.19980,GO,Pontalina,Faixa 1,Rural,281600,0,0,1,Caixa,,-49.44894,-17.522513
MCMV.19974,GO,Pontalina,Faixa 1,CCFGTS,505183,7,7,100,Caixa,,-49.44894,-17.522513
MCMV.19975,GO,Pontalina,Faixa 1,CCFGTS,1001550,17,17,100,Caixa,,-49.44894,-17.522513
MCMV.19976,GO,Pontalina,Faixa 2,CCFGTS,1849150,23,23,100,Caixa,,-49.44894,-17.522513
MCMV.19977,GO,Pontalina,Faixa 2,CCFGTS,1462530,22,22,100,Caixa,,-49.44894,-17.522513
MCMV.19978,GO,Pontalina,Faixa 3,CCFGTS,22618,1,1,100,Caixa,,-49.44894,-17.522513
MCMV.19965,GO,Planaltina,Faixa 1,CCFGTS,39917300,595,595,100,Caixa,,-47.60888,-15.452033
MCMV.19966,GO,Planaltina,Faixa 1,CCFGTS,28844200,516,516,100,Caixa,,-47.60888,-15.452033
MCMV.19967,GO,Planaltina,Faixa 2,CCFGTS,30030100,362,362,100,Caixa,,-47.60888,-15.452033
MCMV.19968,GO,Planaltina,Faixa 2,CCFGTS,50346500,687,687,100,Caixa,,-47.60888,-15.452033
MCMV.19969,GO,Planaltina,Faixa 3,CCFGTS,817403,11,11,100,Caixa,,-47.60888,-15.452033
MCMV.19970,GO,Planaltina,Faixa 3,CCFGTS,708728,9,9,100,Caixa,,-47.60888,-15.452033
MCMV.19971,GO,Planaltina,Faixa 1,Entidades,4076940,0,0,66.47,Caixa,,-47.60888,-15.452033
MCMV.19972,GO,Planaltina,Faixa 1,Entidades,4982980,0,0,74.48,Caixa,,-47.60888,-15.452033
MCMV.19973,GO,Planaltina,Faixa 1,Entidades,4615800,0,0,82.4,Caixa,,-47.60888,-15.452033
MCMV.19956,GO,Pires do Rio,Faixa 1,CCFGTS,2332090,35,35,100,Caixa,,-48.27676,-17.3019
MCMV.19957,GO,Pires do Rio,Faixa 1,CCFGTS,2208820,43,43,100,Caixa,,-48.27676,-17.3019
MCMV.19958,GO,Pires do Rio,Faixa 2,CCFGTS,2493280,36,36,100,Caixa,,-48.27676,-17.3019
MCMV.19959,GO,Pires do Rio,Faixa 2,CCFGTS,1280990,20,20,100,Caixa,,-48.27676,-17.3019
MCMV.19960,GO,Pires do Rio,Faixa 3,CCFGTS,54000,1,1,100,Caixa,,-48.27676,-17.3019
MCMV.19961,GO,Pires do Rio,Faixa 3,CCFGTS,57231.4,1,1,100,Caixa,,-48.27676,-17.3019
MCMV.19962,GO,Pires do Rio,Faixa 1,Rural,105000,0,0,0,Caixa,,-48.27676,-17.3019
MCMV.19963,GO,Pires do Rio,Faixa 1,Rural,48000,0,0,1,Caixa,,-48.27676,-17.3019
MCMV.19964,GO,Pires do Rio,Faixa 1,Rural,109200,7,7,100,Caixa,,-48.27676,-17.3019
MCMV.19951,GO,Piren�polis,Faixa 1,CCFGTS,149440,2,2,100,Caixa,,-48.95843,-15.8507
MCMV.19952,GO,Piren�polis,Faixa 1,CCFGTS,239856,3,3,100,Caixa,,-48.95843,-15.8507
MCMV.19953,GO,Piren�polis,Faixa 2,CCFGTS,643179,7,7,100,Caixa,,-48.95843,-15.8507
MCMV.19954,GO,Piren�polis,Faixa 3,CCFGTS,97024,0,0,100,Caixa,,-48.95843,-15.8507
MCMV.19955,GO,Piren�polis,Faixa 1,Rural,72000,0,0,71.55,Caixa,,-48.95843,-15.8507
MCMV.19942,GO,Piracanjuba,Faixa 1,CCFGTS,1231580,18,18,100,Caixa,,-49.01701,-17.30204
MCMV.19943,GO,Piracanjuba,Faixa 1,CCFGTS,1241070,23,23,100,Caixa,,-49.01701,-17.30204
MCMV.19944,GO,Piracanjuba,Faixa 2,CCFGTS,1296430,17,17,100,Caixa,,-49.01701,-17.30204
MCMV.19945,GO,Piracanjuba,Faixa 2,CCFGTS,1753730,26,26,100,Caixa,,-49.01701,-17.30204
MCMV.19946,GO,Piracanjuba,Faixa 3,CCFGTS,73807.3,1,1,100,Caixa,,-49.01701,-17.30204
MCMV.19947,GO,Piracanjuba,Faixa 3,CCFGTS,43922.5,1,1,100,Caixa,,-49.01701,-17.30204
MCMV.19948,GO,Piracanjuba,Faixa 1,Rural,109200,0,0,1,Caixa,,-49.01701,-17.30204
MCMV.19949,GO,Piranhas,Faixa 1,CCFGTS,42015.1,1,1,100,Caixa,,-51.82347,-16.425806999999793
MCMV.19950,GO,Piranhas,Faixa 2,CCFGTS,60149.6,1,1,100,Caixa,,-51.82347,-16.425806999999793
MCMV.19941,GO,Petrolina de Goi�s,Faixa 2,CCFGTS,70034.6,1,1,100,Caixa,,-49.33637,-16.09685
MCMV.19927,GO,Palmeiras de Goi�s,Faixa 3,CCFGTS,117310,2,2,100,Caixa,,-49.92402899999985,-16.80444599999987
MCMV.19928,GO,Palmeiras de Goi�s,Faixa 3,CCFGTS,208000,3,3,100,Caixa,,-49.92402899999985,-16.80444599999987
